epoch,loss,mae,val_loss,val_mae
0,17669.68359375,98.00817108154297,4652.953125,53.29208755493164
1,1381.7576904296875,28.105680465698242,4283.8662109375,47.69678497314453
2,834.42724609375,20.33856964111328,3048.301513671875,39.977909088134766
3,659.8482055664062,17.189359664916992,2159.157958984375,32.64118194580078
4,565.7052001953125,15.372618675231934,1381.1683349609375,26.05524253845215
5,500.41326904296875,14.035971641540527,1213.69189453125,23.805944442749023
6,468.28985595703125,13.169171333312988,1017.0968627929688,22.060710906982422
7,437.46722412109375,12.581612586975098,904.2266845703125,20.26616859436035
8,425.93597412109375,12.02554702758789,896.254638671875,19.905073165893555
9,408.9702453613281,11.644951820373535,843.28466796875,18.54897689819336
10,381.8957824707031,11.131174087524414,763.5706176757812,17.702533721923828
11,368.5321960449219,10.82208251953125,774.6297607421875,17.17707061767578
12,366.3423767089844,10.594673156738281,745.6863403320312,16.737775802612305
13,355.6734924316406,10.399532318115234,744.0277709960938,16.902997970581055
