epoch,loss,mae,val_loss,val_mae
0,1326.89111328125,23.78923225402832,2302.9072265625,33.581077575683594
1,1226.8819580078125,22.472604751586914,1944.2607421875,30.23832130432129
2,1173.4993896484375,21.787046432495117,1713.753173828125,28.258193969726562
3,1134.629638671875,21.341442108154297,1490.5157470703125,25.30112648010254
4,1107.803466796875,21.01715087890625,1455.8531494140625,24.88944435119629
5,1085.246337890625,20.706396102905273,1489.5181884765625,24.791465759277344
6,1057.3466796875,20.453195571899414,1261.1776123046875,22.985868453979492
7,1069.587646484375,20.379392623901367,1347.1552734375,23.28411102294922
8,1039.709716796875,20.0560245513916,1324.668212890625,23.50251579284668
9,1020.3640747070312,19.94147300720215,1279.4271240234375,22.766536712646484
10,1010.388427734375,19.772750854492188,1296.6580810546875,22.603788375854492
11,1001.998291015625,19.60210609436035,1178.3714599609375,21.773067474365234
12,998.1935424804688,19.522512435913086,1190.8043212890625,21.677860260009766
13,981.3053588867188,19.310575485229492,1187.037353515625,21.64851951599121
14,972.1507568359375,19.209369659423828,1187.0999755859375,21.770692825317383
15,967.6448974609375,19.071205139160156,1166.6136474609375,21.14216423034668
16,933.5805053710938,18.740482330322266,1097.6707763671875,21.090478897094727
17,938.3563232421875,18.702455520629883,1152.09521484375,21.057693481445312
18,917.4007568359375,18.574216842651367,1217.7030029296875,21.56735610961914
19,927.5782470703125,18.51777458190918,1127.9095458984375,20.73067283630371
20,928.9000244140625,18.489521026611328,1207.072998046875,21.213586807250977
21,916.2044677734375,18.403600692749023,1124.8603515625,20.872020721435547
22,909.9879150390625,18.280202865600586,1067.691650390625,20.223751068115234
23,909.6897583007812,18.287296295166016,1075.0565185546875,20.342254638671875
24,882.51513671875,18.017364501953125,993.195068359375,19.74286460876465
25,863.2783203125,17.85524559020996,1069.525634765625,19.927949905395508
26,891.6032104492188,17.983537673950195,1014.1921997070312,19.695098876953125
27,840.759033203125,17.57999038696289,1063.4808349609375,20.24519157409668
28,881.455810546875,17.85085678100586,1052.9141845703125,19.868234634399414
29,860.3811645507812,17.645158767700195,1122.569580078125,20.324159622192383
30,860.7398681640625,17.58972930908203,1027.7296142578125,19.883331298828125
31,848.4514770507812,17.467933654785156,1050.86767578125,19.817413330078125
32,835.256103515625,17.346651077270508,1026.0291748046875,19.653322219848633
33,856.7816772460938,17.423995971679688,1063.33056640625,19.770946502685547
34,833.8035888671875,17.348215103149414,977.7144775390625,19.5342960357666
35,828.2431030273438,17.18238639831543,1074.876708984375,19.760526657104492
36,808.1519165039062,17.05489730834961,997.2264404296875,19.410991668701172
37,816.8558959960938,17.151596069335938,1008.5015258789062,19.621232986450195
38,815.283203125,16.98595428466797,980.7115478515625,19.293596267700195
39,816.08154296875,17.059303283691406,926.4055786132812,18.799053192138672
40,818.1616821289062,17.115747451782227,954.5393676757812,18.93417739868164
41,800.2076416015625,16.92037582397461,994.0677490234375,19.300796508789062
42,800.2301025390625,16.89577865600586,927.4041748046875,18.7126407623291
43,832.3104248046875,17.01907730102539,972.6450805664062,19.039918899536133
44,797.7759399414062,16.74725914001465,964.1165161132812,18.919776916503906
45,796.2758178710938,16.804977416992188,1006.1381225585938,19.25910186767578
46,789.0709228515625,16.639240264892578,964.473876953125,18.91010093688965
47,811.486572265625,16.765378952026367,961.9791870117188,18.772018432617188
48,789.2578125,16.6909236907959,1020.5519409179688,19.21573257446289
49,791.684814453125,16.644302368164062,1002.3849487304688,19.115129470825195
50,780.6305541992188,16.555484771728516,918.5074462890625,18.7215633392334
51,786.0432739257812,16.57518768310547,954.385009765625,18.73012351989746
52,783.4231567382812,16.526592254638672,957.1710205078125,18.63563346862793
53,758.0450439453125,16.368825912475586,970.6463623046875,18.58575439453125
54,772.0010986328125,16.453289031982422,927.0999755859375,18.340152740478516
55,769.7328491210938,16.38446807861328,965.3782348632812,18.642528533935547
56,746.0302734375,16.202295303344727,997.731201171875,18.928037643432617
57,749.8993530273438,16.279970169067383,950.8117065429688,18.399221420288086
58,757.2547607421875,16.27474021911621,1018.5806274414062,18.89889144897461
59,765.1040649414062,16.31772232055664,924.7996215820312,18.305936813354492
60,766.5731811523438,16.285388946533203,1051.8419189453125,19.22517204284668
61,756.9009399414062,16.288673400878906,952.3259887695312,18.48577117919922
62,791.166259765625,16.482500076293945,967.5807495117188,18.70996856689453
63,766.6693115234375,16.328969955444336,966.9824829101562,18.62520980834961
64,762.1519165039062,16.27164077758789,966.7304077148438,18.424707412719727
65,753.6676635742188,16.24457359313965,913.2174682617188,18.17158317565918
66,759.5864868164062,16.332977294921875,886.494384765625,18.131547927856445
67,763.375732421875,16.310029983520508,979.9061889648438,18.5611515045166
68,765.8632202148438,16.336673736572266,871.8076171875,17.789323806762695
69,763.4363403320312,16.22986602783203,1035.3963623046875,18.91710662841797
70,750.3067016601562,16.298484802246094,891.9721069335938,18.15342140197754
71,745.494140625,16.114763259887695,996.9728393554688,18.719465255737305
72,770.2854614257812,16.35050392150879,946.905029296875,18.411449432373047
73,757.3410034179688,16.306291580200195,986.97998046875,18.96026039123535
74,759.2158203125,16.216596603393555,916.7598266601562,18.33279037475586
75,765.1991577148438,16.23309326171875,961.6356811523438,18.5799617767334
76,766.4204711914062,16.293710708618164,878.4995727539062,18.123552322387695
77,755.201904296875,16.167503356933594,968.3748779296875,18.636741638183594
78,746.09814453125,16.07489013671875,939.5028076171875,18.413938522338867
79,745.7922973632812,16.072708129882812,932.65478515625,18.383790969848633
80,770.0401000976562,16.350793838500977,1045.3658447265625,19.061145782470703
81,762.4454956054688,16.268518447875977,958.3381958007812,18.24956703186035
82,753.4846801757812,16.18742561340332,958.7828369140625,18.62798500061035
83,776.217041015625,16.339679718017578,978.9437866210938,18.915264129638672
84,758.65087890625,16.17869758605957,972.7210693359375,18.76157569885254
85,748.41064453125,16.089229583740234,976.9863891601562,18.602832794189453
86,769.1513671875,16.233295440673828,927.8402709960938,18.47107696533203
87,736.4505004882812,15.875147819519043,983.4168090820312,18.771360397338867
88,733.9905395507812,15.922529220581055,992.6688232421875,18.65520668029785
89,744.8162841796875,15.957647323608398,991.3250732421875,18.61226463317871
90,741.5313110351562,15.878618240356445,959.7603149414062,18.41339874267578
91,718.5075073242188,15.726327896118164,931.62939453125,17.92518424987793
92,722.6364135742188,15.69575309753418,945.3140258789062,18.581912994384766
93,714.5464477539062,15.628331184387207,927.829833984375,18.245357513427734
94,709.5786743164062,15.484509468078613,936.5689697265625,18.010936737060547
95,710.6829833984375,15.547345161437988,910.46435546875,18.017539978027344
96,714.8998413085938,15.502206802368164,899.9814453125,17.863393783569336
97,719.7864379882812,15.492661476135254,873.4396362304688,17.460283279418945
98,690.0350341796875,15.261556625366211,900.5440063476562,17.83197021484375
99,717.308837890625,15.42302131652832,914.4521484375,17.950210571289062
100,689.89599609375,15.127445220947266,917.2388305664062,18.002546310424805
101,686.7551879882812,15.201128959655762,929.0007934570312,17.98810386657715
102,672.41650390625,15.03361701965332,829.2123413085938,17.354103088378906
103,672.0131225585938,14.95556926727295,889.3770751953125,17.693666458129883
104,686.48779296875,15.043281555175781,889.6387329101562,17.581417083740234
105,670.8156127929688,14.897887229919434,877.3952026367188,17.522188186645508
106,655.3930053710938,14.785601615905762,806.9338989257812,16.95450782775879
107,655.611328125,14.786827087402344,820.7189331054688,16.80526351928711
108,671.7529296875,14.84814739227295,851.1502075195312,17.04775619506836
109,649.713623046875,14.582175254821777,918.6719360351562,17.530698776245117
110,650.5694580078125,14.5690336227417,885.1574096679688,17.363908767700195
111,653.9976196289062,14.62273120880127,867.2179565429688,17.392797470092773
112,648.8107299804688,14.573494911193848,924.3448486328125,17.671875
113,653.7024536132812,14.5777006149292,838.3508911132812,17.173030853271484
114,644.0979614257812,14.51536750793457,862.5843505859375,17.44994354248047
115,636.9231567382812,14.41685962677002,861.4218139648438,17.133840560913086
116,620.935546875,14.262385368347168,795.106201171875,16.762685775756836
117,619.9388427734375,14.252673149108887,843.9773559570312,17.025218963623047
118,634.5807495117188,14.323389053344727,822.14453125,17.010480880737305
119,628.8848876953125,14.251336097717285,837.765869140625,16.843957901000977
120,636.51513671875,14.27022647857666,876.87939453125,17.01494789123535
121,608.562255859375,13.998069763183594,853.4908447265625,16.69733428955078
122,615.5896606445312,14.043546676635742,830.6923217773438,16.68528938293457
123,610.6382446289062,14.056976318359375,910.8703002929688,17.399093627929688
124,605.9959106445312,13.93336009979248,858.1962280273438,16.975542068481445
125,611.7824096679688,14.028216361999512,829.963623046875,16.974708557128906
126,608.2179565429688,13.935551643371582,871.13916015625,17.051490783691406
127,589.5020141601562,13.818259239196777,815.360107421875,16.53862953186035
128,585.628662109375,13.708009719848633,822.0455322265625,16.566184997558594
129,578.9669189453125,13.698856353759766,814.1836547851562,16.57723045349121
130,609.1286010742188,13.889524459838867,787.84130859375,16.599430084228516
131,604.8406372070312,13.767139434814453,862.1192626953125,16.76740264892578
132,584.7698364257812,13.644116401672363,835.80517578125,16.4315128326416
133,602.3948364257812,13.722245216369629,812.4203491210938,16.696292877197266
134,588.3849487304688,13.616089820861816,878.8118286132812,16.808429718017578
135,588.3616943359375,13.63209056854248,819.9884033203125,16.322269439697266
136,584.215576171875,13.597260475158691,772.8690795898438,16.057300567626953
137,577.4034423828125,13.531105995178223,837.8908081054688,16.524303436279297
138,579.04736328125,13.551763534545898,862.2534790039062,16.414121627807617
139,586.1395263671875,13.559098243713379,810.7778930664062,16.531177520751953
140,583.4072265625,13.440199851989746,828.7396850585938,16.4322509765625
141,566.2669067382812,13.29812240600586,782.1143188476562,16.428483963012695
142,563.2631225585938,13.302993774414062,811.3360595703125,16.122926712036133
143,567.6054077148438,13.322469711303711,871.172119140625,16.80419158935547
144,562.7520141601562,13.235840797424316,835.65869140625,16.354536056518555
145,552.5176391601562,13.187417030334473,835.3685913085938,16.36162567138672
146,550.1783447265625,13.141216278076172,815.8524780273438,16.28644371032715
147,549.926025390625,13.14074420928955,816.011962890625,16.333703994750977
148,551.1643676757812,13.09756088256836,809.4575805664062,16.186542510986328
149,550.0621337890625,13.19460678100586,803.112548828125,16.186159133911133
150,544.3838500976562,13.010117530822754,842.8109130859375,16.410314559936523
151,548.1985473632812,13.07244873046875,777.2783813476562,15.941039085388184
152,537.7183227539062,12.972297668457031,830.1358032226562,16.282514572143555
153,551.4746704101562,13.032207489013672,832.0000610351562,16.544023513793945
154,551.6376342773438,13.017607688903809,779.8711547851562,15.709653854370117
155,528.5638427734375,12.836760520935059,813.3097534179688,16.123231887817383
156,536.4586181640625,12.895191192626953,813.029296875,16.16684341430664
157,536.628662109375,12.850250244140625,822.8274536132812,16.176910400390625
158,542.2355346679688,12.969115257263184,878.3497924804688,16.471206665039062
159,522.1715087890625,12.802038192749023,806.2963256835938,15.891401290893555
160,543.5281982421875,12.865470886230469,842.944580078125,16.03927993774414
161,532.1968383789062,12.811841011047363,868.6066284179688,16.44819450378418
162,541.042724609375,12.812830924987793,808.3682861328125,16.0394344329834
163,529.794921875,12.76509952545166,813.094482421875,15.77983570098877
164,528.0263061523438,12.774803161621094,761.9134521484375,15.62878131866455
165,530.5689086914062,12.766759872436523,802.6256713867188,15.897427558898926
166,520.1340942382812,12.699304580688477,727.5692138671875,15.257316589355469
167,534.9772338867188,12.80521011352539,712.2071533203125,15.342171669006348
168,521.677490234375,12.706083297729492,797.3156127929688,15.849751472473145
169,523.087158203125,12.63294792175293,767.7756958007812,15.810343742370605
170,523.4425659179688,12.677729606628418,838.5104370117188,15.981700897216797
171,507.9430236816406,12.544227600097656,820.8567504882812,16.157798767089844
172,522.81494140625,12.640776634216309,773.9136962890625,15.986653327941895
173,519.1915893554688,12.632024765014648,782.262451171875,15.915191650390625
174,504.7889099121094,12.45657730102539,784.08349609375,15.769808769226074
175,511.01885986328125,12.469925880432129,828.0985107421875,15.764887809753418
176,527.7479248046875,12.631481170654297,766.4973754882812,15.95215892791748
177,521.6500244140625,12.590238571166992,793.8706665039062,15.852805137634277
178,506.85272216796875,12.450541496276855,788.2960205078125,15.816502571105957
179,507.7537841796875,12.533682823181152,834.9208374023438,16.160919189453125
180,512.2742309570312,12.475107192993164,802.677490234375,15.959281921386719
181,514.3324584960938,12.538544654846191,863.57958984375,16.369598388671875
182,518.0501708984375,12.479645729064941,808.3082275390625,15.847338676452637
