epoch,loss,mae,val_loss,val_mae
0,38.84300231933594,4.298462867736816,75.12158966064453,6.004788875579834
1,34.3725471496582,3.955019950866699,49.79902267456055,4.778383255004883
2,31.936429977416992,3.7714180946350098,48.311981201171875,4.692914009094238
3,30.41916847229004,3.6479830741882324,44.235347747802734,4.408827304840088
4,29.56070899963379,3.570617198944092,44.08775329589844,4.29409646987915
5,28.87720489501953,3.5053470134735107,48.592262268066406,4.3934712409973145
6,27.045654296875,3.4073026180267334,41.98054504394531,4.1775126457214355
7,27.025827407836914,3.3631863594055176,37.13985824584961,3.8896024227142334
8,25.759458541870117,3.29272198677063,38.794898986816406,3.980829954147339
9,25.377296447753906,3.244072198867798,39.68546676635742,3.987560987472534
10,25.201885223388672,3.2298552989959717,40.109397888183594,3.9568002223968506
11,24.682464599609375,3.174083709716797,38.19327163696289,3.9615070819854736
12,24.293842315673828,3.156540632247925,33.73128890991211,3.7089908123016357
13,24.05903434753418,3.1194140911102295,36.927894592285156,3.8353962898254395
